18.939153	-99.2407435
18.6243889	-99.3204167
18.8418571	-99.1826587
18.926167	-99.2147263
18.815669	-98.955122
18.8126742	-98.9554088
18.8411193	-99.1831954
18.8553144	-99.2284316
18.924312	-99.218475
18.8862712	-99.0603011
18.882623	-99.181185
18.771733	-99.352277
18.835645	-99.239263
19.00865	-98.997563
18.925703	-99.2379949
18.8822839	-99.1776599
18.8822889	-99.1776747
18.8505791	-98.9507707
18.9210853	-99.2353137
18.8413652	-99.1834707
18.8819496	-98.8651662
18.876764	-98.77762
18.91524	-99.206317
18.911139	-99.169899
18.9225	-99.2352459
18.6137807	-99.1842238
18.6139391	-99.1842002
18.4863206	-99.2749595
18.7836382	-99.2290391
18.9143238	-99.172127
18.9221136	-99.234964
18.9319429	-99.2325406
18.6793693	-98.8040014
18.7837958	-99.2296396
18.7838226	-99.2297396
18.9221239	-99.2348907
18.7671331	-98.9817401
18.8832789	-99.0707921
18.61563	-99.1816
18.5022827	-98.7541646
18.7923224	-98.9626777
18.7610928	-98.9859374
18.9558487	-98.9838403
18.987887	-98.9212016
18.877959	-98.7758611
18.8405876	-99.182973
18.8943312	-98.7298362
18.9012926	-99.1678963
18.8749815	-98.9174141
18.8400853	-98.9365359
18.8064757	-98.9410577
18.6551407	-99.1930554
18.9073329	-99.1823377
18.8904801	-99.0609197
18.6145701	-99.1781447
18.9155534	-99.236687
18.6879396	-99.2485113
18.8231336	-98.9422735
18.6982517	-99.1803791
18.6538985	-99.2664528
18.6741653	-99.1837595
18.8667972	-98.9253816
18.7822672	-99.2023848
18.6073686	-99.1848974
18.5793734	-99.1801904
18.681401	-99.1862938
18.5982127	-99.1866694
18.762587	-99.1198197
18.7309597	-98.9558864
18.6153065	-99.3451395
18.8796861	-98.8485489
18.7311144	-98.9612561
18.8592917	-98.933721
18.866748	-99.209635
18.8849891	-98.9709941
18.7782219	-98.9850498
18.8855673	-98.981445
18.6719195	-99.1872727
18.8695727	-98.9294877
18.6646526	-99.2020827
18.6717308	-99.1884633
18.8516715	-98.9404454
18.6005492	-99.3688735
18.7164554	-98.7814201
18.9181392	-99.1664393
18.5593678	-99.2703245
18.7697754	-99.3597336
18.7722362	-98.7781695
18.8413085	-99.1833784
18.8841927	-98.868576
18.845264	-99.223793
19.0074507	-98.9972705
18.882269	-99.1776155
18.8411839	-99.1831755
18.8436271	-99.2242637
18.919327	-99.22683
18.919327	-99.22683
18.74743618	-99.24374622
18.7825085	-99.2306113
18.6555153	-99.1951054
18.744042	-99.434807
18.841049	-99.183243
18.744042	-99.434807
18.6546627	-99.1918866
18.9179679	-99.2328829
18.744042	-99.434807
18.744042	-99.434807
18.86916667	-98.729962
18.683165	-99.118303
18.8181097	-98.953265
18.744042	-99.434807
18.744042	-99.434807
18.744042	-99.434807
18.744042	-99.434807
18.744042	-99.434807
18.9569998	-99.2335206
18.829913	-99.259284
18.6019	-99.3687
18.505117	-98.763339
18.7673	-98.9836
18.6228	-98.9956
18.728712	-98.957692
18.849018	-98.938363
18.8076	-98.935712
18.9518	-99.228698
18.7156	-98.7786
18.911102	-99.169956
18.8802	-99.1997
18.6805	-98.8033
18.617664	-99.32226
18.8445	-99.2361
18.594955	-98.844424
18.7291	-99.3976
18.893579	-98.729962
18.956615	-98.983087
18.905644	-98.972235
18.8866	-99.0691
18.879908	-98.863893
18.807061	-98.93845
18.941681	-99.227545
18.947556	-99.2278
18.966747	-99.245389
18.942847	-99.215242
18.644286	-99.207417
18.5054234	-98.7638647
18.6129385	-99.1802239
18.7430868	-99.4304433
18.8694391	-99.079803
18.936799	-99.224963
18.963849	-99.239129
18.9200262	-99.2100662
18.8412179	-99.1832309
18.9604023	-99.2329656
18.812778	-98.9557151
18.744042	-99.434807
18.9215016	-99.235167
18.812785	-98.9553028
18.8452683	-99.2238816
18.921739	-99.235215
18.936705	-99.224897
18.9221607	-99.2346268
18.900388	-99.231191
18.921488	-99.241643
18.917901	-99.233351
18.923598	-99.183802
18.9220972	-99.2350813
18.922272	-99.234525
18.936466	-99.233929
18.922528	-99.236637
18.922272	-99.234525
18.922272	-99.234525
18.622374	-99.183361
18.9091659	-99.2334406
18.8801966	-99.1777516
18.841172	-99.1831598
18.8803322	-99.1668142
18.8836887	-99.123087
18.950739	-99.217649
18.502503	-98.753987
18.80821	-98.953945
18.911226	-99.20357
18.9723542	-99.2477295
18.9212563	-99.2329799
18.922994	-99.237018
18.938876	-99.224195
18.9220663	-99.233338
18.922225	-99.246745
18.922421	-99.225884
18.954261	-99.256082
18.928731	-99.243469
18.971171	-99.236978
18.94775	-99.185254
18.980994	-99.186228
18.896939	-99.229086
18.92516	-99.184203
18.977963	-99.230533
18.916511	-99.197748
18.9278376	-99.1891882
18.950225	-99.2254555
18.9736453	-99.244506
18.925489	-99.248986
18.920455	-99.184769
18.907324	-99.244327
18.949081	-99.193553
18.601494	-99.369114
18.610131	-99.426072
18.574036	-99.368947
18.615094	-99.345861
18.580067	-98.743275
18.506147	-98.705694
18.505931	-98.762308
18.540158	-98.729008
18.522522	-98.79025
18.622808	-98.998603
18.718781	-98.901814
18.742072	-99.429119
18.810456	-98.953203
18.9221361	-99.2348027
18.936965	-99.223026
18.930578	-99.252714
18.928919	-99.198156
18.919592	-99.183072
18.907294	-99.244367
18.689097	-98.774667
18.715722	-98.777831
18.618336	-98.750953
18.884716	-99.125905
18.560186	-99.267722
18.579128	-99.179947
18.611528	-98.769431
18.691714	-98.802797
18.664172	-99.373078
18.733669	-99.332428
18.680403	-99.308864
18.621506	-99.317919
18.487197	-99.272964
18.651597	-99.266008
18.867597	-99.251425
18.753364	-98.775367
18.594631	-98.844367
18.523844	-98.831281
18.637861	-98.959694
18.653081	-98.832519
18.931822	-99.040267
18.975981	-99.037217
18.735267	-99.4145
18.732944	-99.386783
18.723056	-99.400747
18.885189	-98.690828
18.762244	-99.119014
18.781406	-99.209375
18.783833	-99.229722
18.783956	-99.200147
18.74365	-99.226472
18.795814	-99.22965
18.906058	-98.969811
18.889722	-99.124481
18.949744	-98.826233
18.639228	-99.206556
